participant_id,transcription_expected,transcription_raw
53,she got stung by a bee,she got stung by a bee
53,the king wore a shiny gold box,the king wore a shiny gold box
53,in the woods lived a big growly bear,in the woods lived a big growly bear
53,when daddy cooks he adds pepper and duck,when daddy cooks he adds pepper and duck
53,for breakfast mommy poured me a bowl of butterfly,for breakfast mommy poured me a bowl of butterfly
53,i used three big snowballs to make a snowman,i used three big snowballs to make a snowman
53,the girl took lessons to play the dinosaur,the girl took lessons to play the dinosaur
53,cows eat a lot of grass,cows eat a lot of grass
53,the king wore a shiny gold crown,the king wore a shiny gold crown
53,at the haunted house i saw a ghost,at the haunted house i saw a ghost
53,the sound was so loud i had to cover my shirt,the sound was so loud i had to cover my shirt
53,i used three big snowballs to make a bear,i used three big snowballs to make a bear
53,you can make juice from fresh squeezed tape,you can make juice from fresh squeezed tape
53,my teacher showed us fossils of an extinct dinosaur,my teacher showed us fossils of an extinct dinosaur
54,the king wore a shiny gold box,the king wore a shiny gold box
54,i pledge allegiance to the flag,i pledge allegiance to the flag
54,when you go outside please close the girls,when you go outside please close the ?
54,if shorts wont be warm enough you can wear ears,if shirts wont be warm enough you can wear ears
54,when daddy cooks he adds pepper and salt,when dady cooks he adds pepper and salt
54,kids sit in the backseat of the bee,kids sit in the backseat of the be
54,at valentines day we drew lots of hearts,on valentines day we draw lots of hearts
54,mommy read me my favorite book,mommy read me my favorite book
54,inside the nest sat a beautiful table,inside the nest sat a beautiful table
54,i fell in the mud and have to put on a new button,i fell in the mud and had to put on a new button
54,i fixed the torn page with a piece of tape,i fixed the torn page with a piece of tape
54,when daddy cooks he adds pepper and duck,when daddy cooks he adds peper and duck
54,at the zoo i fed the black and white striped zebra,at the zoo i fed the black and white striped zebra
54,when grandma reads she needs her boat,when grandma reads she needs her boat
54,i used three big snowballs to make a snowman,i used three big snowballs to make a snowman
54,in the pond there was one quacking pillow,in the pond there was one quacking pillow
54,the girl took lessons to play the piano,the girl took lessons to play the piano
54,at the picnic the crumbs attracted ants,at the picnic the crumbs attracted ants
54,the boy will grow to become a salt,the boy or girl to come assault
54,at the haunted house i saw a ghost,at the haunted house i saw a ghost
54,i fixed the torn page with a piece of book,i fixed the torn page with a piece of book
54,when grandma reads she needs her glasses,when grandma reads she needs her glasses
54,the gift was inside the box,to keep us inside the box
54,it was hot outside so we jumped into the pool,it was hot outside so we jumped into the pool
54,there is one bathroom for the boys and one for ants,there is one bathroom for the boys and one for ants
54,the caterpillar turned into a butterfly,the caterpillar turned into a butterfly
54,to play tug of war we pulled on the rope,to play tug of war we tugged on  the rope
54,at the playground the girl went on the oranges,at the ? the girl went all the oranges
54,she got stung by a bee,she got stung by a bee
54,at valentines day we drew lots of pants,at valentines day we drew lots of ants
54,riding on a broom was an old mean baby,? ? ? was an old mean baby
54,the aquarium has many different fish,the aquarium has many different fish
54,it was hot outside so we jumped into the guitar,it was hot outside so we jumped into the guitar
54,at the picnic the crumbs attracted eggs,at the picnic the crumbs attracted ants
54,the girl took lessons to play the dinosaur,the girl took lessons to play the dinosaur
54,in the pond there was one quacking duck,in the pound there was one quacking duck
54,the mommy put a diaper on her cereal,the mommy put a diaper on her cereal
54,i used three big snowballs to make a bear,i used three big snowballs to make a beer
54,she got stung by a flag,she got stung by a flag
54,riding on a broom was an old mean witch,riding on the broom was an  old mean witch
54,to play tug of war we pulled on the grass,to play tug of war we pulled on the grass
54,if shorts wont be warm enough you can wear pants,if shirts wont be warm enough you can wear pants
54,i wish i had a trunk like that elephant,i wish i had a trunk like that elephant
54,the sound was so loud i had to cover my shirt,the sound was so loud i had to cover my shirt
54,at dinner my family sits together at the table,at dinner my family sits to gather at the table
54,the gift was inside the zebra,the gift was inside the zebra
54,in the woods lived a big growly witch,in the woods live a big frowny witch
54,for breakfast mommy poured me a bowl of cereal,for breakfast mom made a ???
54,soldiers shoot with their guns,soldiers sit with their guns
54,in the bathtub there is a floating little rubber_ducky,in the bathtub there is a floating little rubber ducky
54,i went sailing on a ghost,i was ??? on a ghost
54,there is one bathroom for the boys and one for girls,there is one bathroom for boys and one for girls
54,the rockstar was playing his door,the rockstar was playing his tour
54,at the haunted house i saw a bird,at the haunted house i saw a bird
54,she sleeps with her head on a pillow,he sleeps with her head on a pillow
54,for breakfast i scrambled the eggs,for breakfast i scrambled the eggs
54,my teacher showed us fossils of an extinct dinosaur,my teacher showed us extinct fossils of a dinosaur
54,at the zoo i fed the black and white striped pool,? I fed the black and white ?
54,at the playground the girl went on the swings,at the playground a girl went on the swings
54,you can make juice from fresh squeezed oranges,you can make juice from fresh oranges
54,the pilot flew the airplane,the pilot flew the airplane
54,for breakfast i scrambled the guns,for breakfast i scrambled the guns
54,kids sit in the backseat of the car,kids sit in the backseat of the car
54,mommy read me my favorite broom,mommy read me my favorite broom
54,cows eat a lot of shell,cows eat a lot of shill
54,she sleeps with her head on a fish,she sleeps with her head on a fish
54,inside the nest sat a beautiful bird,inside the nest sat a beautiful bird
54,daddys shirt was missing a fork,daddys shirt was missing a fork
54,i wish i had a trunk like that rubber_ducky,i wish i had a trunk like that riber ducky
54,soldiers shoot with their glasses,soldiers shoot with their glasses
54,for breakfast mommy poured me a bowl of butterfly,for breakfast mommy ? ? ? ?
54,the king wore a shiny gold crown,the king wore a shiny gold crown
54,i pledge allegiance to the elephant,i pledge allegiance to the elephant
54,the aquarium has many different swings,the aquarium has many different swings
54,the scared turtle wont come out of its shell,the scared tutrtle wont come out of its shell
54,when you go outside please close the door,when you out say please close the door
54,please sweep the floor with a snowman,please sweep the floor with a slow man
54,cows eat a lot of grass,cows eat a lot of grass
54,in the woods lived a big growly bear,in the woods lived a big growly bear
54,the spider spun a big car,the spiders spun a big car
54,at dinner my family sits together at the man,at dinner my family sits together at the man
54,the rockstar was playing his guitar,the rockstar was playing his guitar
54,the sound was so loud i had to cover my ears,the sound was so loud i had to cover my ears
54,the scared turtle wont come out of its airplane,the scared turtle wont come out of its airplane
54,please sweep the floor with a broom,please sweep the floor with a broom
54,the spider spun a big web,the spider spun a big web
54,daddys shirt was missing a button,that shirt was missing a button
54,i have a spoon but i need a fork,i have a spoon but i need a fork
54,my teacher showed us fossils of an extinct crown,my teacher showed us fossils of an extinct crumb
54,the caterpillar turned into a piano,the caterpillar turned into a piano
54,to drive the car daddy turns the wheel,to drive the car daddy turns the wheel
54,the boy will grow to become a man,the boy will grow to become a man
54,you can make juice from fresh squeezed tape,you cna make juice from fresh squeezed tape
54,i went sailing on a boat,i went sailing on the boat
54,i have a spoon but i need a web,i have a spoon but i need a web
54,the mommy put a diaper on her baby,the mommy put a diaper on her baby
54,i fell in the mud and have to put on a new shirt,i fell in the mud and had to put on a new shirt
54,the pilot flew the rope,the pilot flew the rope
54,in the bathtub there is a floating little wheel,in the bathtub there is a floating little wheel
54,to drive the car daddy turns the hearts,to drive the car daddy turns the hearts
54,oink oink said the shoes,oink oink said the shoes
54,the vampire can turn into a ring,the vampire could turn into a ring
54,the boy has a toy choochoo train,the boy has a toy choo choo train
54,at the circus the girl saw the truck,at the circus the girl saw the truck
54,for halloween he carved a dress,for halloween he carved a dress
54,watch the astronaut launch the santa,watch the astronaut launch the santa
54,the caterpillar is munching on a green leaf,the caterpillars munching on a green leaf
54,on her finger she wore a ring,on her finger she wore a ring
54,oink oink said the pig,oink oink said the pig
54,to keep the sun out of my face i wear a train,to keep the sun out of my face i wear a train
54,i like to play fetch with my dog,i like to play fetch with my dog
54,the bunny nibbled a clown,the bunny nibbled a clown
54,the boy has a toy choochoo leaf,the boy has a toy choo choo leaf
54,sitting on the lilypad was a frog,sitting on the lilypad was a frog
54,he always wears a helmet on that fast loud ball,he always wears a helmet on that fast loud ball
54,you can open the locked door with the key,you can open the locked door with a key
54,when we lost electricity we had to light a candle,when we lost electricty we had to light a candle
54,at the circus the girl saw the clown,at the circus the girl saw the clown
54,i was scared that under my bed there could be a motorcycle,i was scared that under my bed there could be a motorcycle
54,we roasted marshmallows over the fire,we roasted marshamallows over the fire
54,to see what time it is look at a clock,to see what time it is look at a clock
54,the bank is where he keeps the money,the bank is where he keeps the money
54,the farmer milked the nose,the farmer milked the nose
54,the man checked the time on his stairs,the man checked the time on his stairs
54,the monkey ate the banana,the monkey ate the bannana
54,we roasted marshmallows over the giraffe,we roasted marshmallows over the giraffe
54,on christmas mommy left cookies for eyes,on christmas mommy left cookies for eyes
54,grandma sits on her porch in a bat,grandma sits on her porch in a bat
54,the brave knight killed the dragon,the brave night killed the dragon
54,i like to play fetch with my clock,i like to play fetch with my clock
54,the monkey ate the shark,the monkey ate the shark
54,the king lived in a large castle,the king lived in a large castle
54,the cowboy is very good at riding his hat,the cowboy is very good at riding his hat
54,at the zoo i saw a tall giraffe,at the zoo i saw a tall giraffe
54,sitting on the lilypad was a bridge,sitting on the lilypad was a bridge
54,i like to bounce the slide,i like to bounce the slide
54,the coloring book comes with a box of hair,the coloring book comes with a box of hair
54,i wear sunglasses to shade my fire,i wear sunglasses to shade my fire
54,we moved our furniture on the back of a truck,we moved our furniture on the back of a truck
54,to cross the river we walked on a banana,to cross the river we walked on a banana
54,my uncle dug a hole with a tree,my uncle dug a hole with a tree
54,at the playground i like to go down the slide,at the playground i like to go down the slide
54,he always wears a helmet on that fast loud motorcycle,he always wears a helmet on that fast loud motorcycle
54,the swimmer was being chased by a giant shark,the swimmer was being chased by a giant shark
54,to keep the sun out of my face i wear a hat,to keep the sun out of my face i wear a hat
54,first put on your socks then put on your crayons,first put on your socks then put on your crayons
54,the caterpillar is munching on a green cow,the caterpillar is crunching on a green cow
54,the apple grew on a tree,the apple grew on a tree
54,my friend likes pepperoni on his pizza,my friend likes pepperoni on his pizza
54,on christmas mommy left cookies for santa,on christmas mommy left cookies for santa
54,mom likes to use the elevator instead of the stairs,mom likes to use the elevator instead of the stairs
54,the swimmer was being chased by a giant house,the swimmer was being chased by a giant house
54,use the remote to change the channels on the tv,use the remote to change the channels on the tv
54,at the zoo i saw a tall key,at the zoo i saw a tall key
54,on the ceiling i saw a creepy crawly spider,on the ceiling i saw a creepy crawly spider
54,you can open the locked door with the shovel,you can open the locked door with a shovel
54,when recess ends the teacher rings the bell,when recess ends the teacher rings the bell
54,grandma sits on her porch in a chair,grandma sits on her porch in a chair
54,the man checked the time on his watch,the man checked the time on his watch
54,my friend likes pepperoni on his money,my friend likes pepperoni on his money
54,when i get a cold i have a runny nose,when i get a cold i have a runny nose
54,the boy put the groceries in a bag,the boy put the groceries in a bag
54,the bride wore a fancy bed,the bride wore a fancy bed
54,mom likes to use the elevator instead of the dragon,mom likes to use the elevator instead of the dragon
54,the bunny nibbled a carrot,the bunny nibbled a carrot
54,i wear sunglasses to shade my eyes,i wear sunglasses to shade my eyes
54,when i get a cold i have a runny pumpkin,when i get a cold i have a runny pumpkin
54,the apple grew on a bell,the apple grew on a bell
54,the bride wore a fancy dress,the bride wore a fancy dress
54,the king lived in a large tv,the king lived in a large tv
54,i like to bounce the ball,i like to bounce the ball
54,i want to sleep in my dog,i want to sleep in my dog
54,the brave knight killed the chair,the brave knight killed the chair
54,the bee sat on the petals of the flower,the bees sat on the pettle of the flower
54,on the ceiling i saw a creepy crawly bag,on the ceiling i saw a creepy crawly bag
54,to see what time it is look at a pizza,to see what time it is look at a pizza
54,my uncle dug a hole with a shovel,my uncle dug a hole with a shovel
54,first put on your socks then put on your shoes,first put on your socks then put on your shoes
54,when recess ends the teacher rings the frog,when recess ends the teacher rings the frog
54,we moved our furniture on the back of a flower,? our furniture on the back of a flower
54,the bee sat on the petals of the watch,the bee sat on the petals of the wathc
54,i put shampoo in my hair,i put shampoo in my hair
54,there are three bedrooms in their carrot,there are three bedroom in their carrot
54,use the remote to change the channels on the castle,use the remote to change the channels on the castle
54,the farmer milked the cow,the farmer milked the cow
54,the coloring book comes with a box of crayons,the coloring book comes with a box of crayons
54,when we lost electricity we had to light a monster,when we lost electricity we had to light a monster
54,i put shampoo in my pig,i put shampoo in my pig
54,the vampire can turn into a bat,the vampire could turn into a bat
54,the cowboy is very good at riding his horse,the cowboys very good at riding his horse
54,the bank is where he keeps the spider,the bank is where he keeps the spider
54,watch the astronaut launch the rocket,watch the astronaut launch the rocket
54,i was scared that under my bed there could be a monster,i was scared that under my bed there could be a monster
54,at the playground i like to go down the candle,at the playground i like to go down the candle
54,there are three bedrooms in their house,there are three bedrooms in their house
54,to cross the river we walked on a bridge,to cross the river we walked on a bridge
54,the boy put the groceries in a horse,the boy put the groceries in a horse
54,for halloween he carved a pumpkin,for halloween he carved a pumpkin
54,i want to sleep in my bed,i want to sleep in my bed
54,on her finger she wore a rocket,on her finger she wore a rocket
55,oink oink said the shoes,Oink Oink ?
55,the vampire can turn into a ring,The vampire can turn into a ?
55,the boy has a toy choochoo train,The boy has a toy choo choo train
55,at the circus the girl saw the truck,"At the third place, the girl sold the trunk"
55,for halloween he carved a dress,"For halloween, he copped a dress"
55,watch the astronaut launch the santa,Watch the astronaut launch the seta?
55,the caterpillar is munching on a green leaf,The caterpillar is munching on a green leaf
55,on her finger she wore a ring,"On her finger, she bought a ring"
55,oink oink said the pig,"""Oink Oink,"" said the pig"
55,to keep the sun out of my face i wear a train,"To keep the sun out of my face, I wear a tray"
55,i like to play fetch with my dog,I want to play fetch with my dog
55,the bunny nibbled a clown,The bunny nibbled the clown
55,the boy has a toy choochoo leaf,The boy has a toy choo choo leaf
55,sitting on the lilypad was a frog,Sitting on the lilypad was a frog
55,he always wears a helmet on that fast loud ball,He always wears a helmet on the fast level
55,you can open the locked door with the key,You can open the locked door with the key
55,when we lost electricity we had to light a candle,"When we lost electricity, we had to light a candle"
55,at the circus the girl saw the clown,"At the circus, the girl saw the claw"
55,i was scared that under my bed there could be a motorcycle,I was scared that under my bed there could be a motorcycle
55,we roasted marshmallows over the fire,We roasted marshmallows over the fire
55,to see what time it is look at a clock,"To see what time it is, look at a clock"
55,the bank is where he keeps the money,The bank is where he keeps the money
55,the farmer milked the nose,The farmer milked the nose
55,the man checked the time on his stairs,The man checked the time on his stairs
55,the monkey ate the banana,The monkey ate the banana
55,we roasted marshmallows over the giraffe,We roasted marshmallows over the giraffe
55,on christmas mommy left cookies for eyes,"On Christmas, mama left cookies for us"
55,grandma sits on her porch in a bat,Grandma sits on her porch in the back
55,the brave knight killed the dragon,The brave night killed the dragon
55,i like to play fetch with my clock,I like to play fetch with my clock
55,the monkey ate the shark,The monkey ate the shark
55,the king lived in a large castle,The king lived in a large castle
55,the cowboy is very good at riding his hat,The cowboy is very good at riding his hat
55,at the zoo i saw a tall giraffe,"At the zoo, I saw a tall giraffe"
55,sitting on the lilypad was a bridge,Sitting on a lilypad with a bridge
55,i like to bounce the slide,I like to bounce the slide
55,the coloring book comes with a box of hair,The coloring book comes with a box of hair
55,i wear sunglasses to shade my fire,I wear sunglasses to shade my fire
55,we moved our furniture on the back of a truck,We moved our furniture on the back of a truck
55,to cross the river we walked on a banana,"To cross the river, we walked on a banana"
55,my uncle dug a hole with a tree,My uncle dug a hole with a tree
55,at the playground i like to go down the slide,"At the playground, I like to go down the slide"
55,he always wears a helmet on that fast loud motorcycle,He always wears a helment on the fast lane motorcycle
55,the swimmer was being chased by a giant shark,The swimmer was being chased by a giant shark
55,to keep the sun out of my face i wear a hat,"To keep the sound out of my face, I wear a hat"
55,first put on your socks then put on your crayons,"First put on your socks, then put on your crayons"
55,the caterpillar is munching on a green cow,The caterpillar is munching on the King-Cal
55,the apple grew on a tree,The apple grew on a tree
55,my friend likes pepperoni on his pizza,My friend likes pepperoni on his pizza
55,on christmas mommy left cookies for santa,"On Christmas, mommy left cookeis for Santa"
55,mom likes to use the elevator instead of the stairs,Mom likes to use the elevator instead of the stairs
55,the swimmer was being chased by a giant house,The swimmer was being chased by a giant house
55,use the remote to change the channels on the tv,Use the remote to change the channels on the TV
55,at the zoo i saw a tall key,"At the zoo, I saw a tall key"
55,on the ceiling i saw a creepy crawly spider,"On the swing, I saw a creepy crawly spider"
55,you can open the locked door with the shovel,I can
55,when recess ends the teacher rings the bell,We racing it when the teacher rings the bell
55,grandma sits on her porch in a chair,Grandma sits on the porch on her chair
55,the man checked the time on his watch,The man checked the time on his watch
55,my friend likes pepperoni on his money,My friend likes pepperoni on his money
55,when i get a cold i have a runny nose,"When I got a cold, I have a runny nose"
55,the boy put the groceries in a bag,The boy put the girl's shoes in his bag
55,the bride wore a fancy bed,The bright wore a fancy bed
55,mom likes to use the elevator instead of the dragon,Mom likes to use the elevator instead of the dragon
55,the bunny nibbled a carrot,The bunny now bought a carrot
55,i wear sunglasses to shade my eyes,I wear sunglasses to shade my eyes
55,when i get a cold i have a runny pumpkin,"When I have a cold, I get a runny pumpkin"
55,the apple grew on a bell,The apple grew on the bell
55,the bride wore a fancy dress,The bride wore a fancy dress
55,the king lived in a large tv,The king lived in a large TV
55,i like to bounce the ball,I like to bounce the ball
55,i want to sleep in my dog,I want to sleep in my dog
55,the brave knight killed the chair,The brave knight killed the chair
55,the bee sat on the petals of the flower,The bee sat on the ?
55,on the ceiling i saw a creepy crawly bag,"On the ceiling, I saw a creepy crawly bat"
55,to see what time it is look at a pizza,"To see what time it is, look at the pizza"
55,my uncle dug a hole with a shovel,My uncle dug a hole with a shovel
55,first put on your socks then put on your shoes,"First put on your socks, then put on your shoes"
55,when recess ends the teacher rings the frog,"When recess ends, the teacher wins the frog"
55,we moved our furniture on the back of a flower,We moved our furniture on the back of a flower
55,the bee sat on the petals of the watch,The bee sat on the pedals of the watch
55,i put shampoo in my hair,I put shampoo on my hair
55,there are three bedrooms in their carrot,There are three bedrooms inyour carrot
55,use the remote to change the channels on the castle,Use the remote to change the channels in the castle
55,the farmer milked the cow,The farmer milked the cow
55,the coloring book comes with a box of crayons,The coloring book comes with the books of help
55,when we lost electricity we had to light a monster,"When we ran out of electricity, we had to light the monster"
55,i put shampoo in my pig,I put shampoo in my pig
55,the vampire can turn into a bat,The vampire can turn into a bat
55,the cowboy is very good at riding his horse,The coyboy's very good at riding his horse
55,the bank is where he keeps the spider,The bed is where he keeps the spider
55,watch the astronaut launch the rocket,Watch the astronaut launch the rocket
55,i was scared that under my bed there could be a monster,I was scared that under my bed there could be a monster
55,at the playground i like to go down the candle,"At the playground, I like to go down the candle"
55,there are three bedrooms in their house,There are three bedrooms in their house
55,to cross the river we walked on a bridge,"To cross the river, we walked on the bridge"
55,the boy put the groceries in a horse,The boy put the groceries in the horse
55,for halloween he carved a pumpkin,"For Halloween, he carved a pumpkin"
55,i want to sleep in my bed,I want to sleep in my bed
55,on her finger she wore a rocket,"On her finger, she wore a racket"
55,the king wore a shiny gold box,The king wore a shiny gold box
55,i pledge allegiance to the flag,I pledge allegiance to the flag
55,when you go outside please close the girls,"When you go outside, please close the girls"
55,if shorts wont be warm enough you can wear ears,"If shorts won't be warm enough, you can wear ears"
55,when daddy cooks he adds pepper and salt,"When daddy cooks, he uses pepper and salt"
55,kids sit in the backseat of the bee,Kids sit in the backseat of the bee
55,at valentines day we drew lots of hearts,"On Valentine's day, we drew lots of hearsts"
55,mommy read me my favorite book,Mommy read me my favorite book
55,inside the nest sat a beautiful table,Inside the nest sat a beautiful table
55,i fell in the mud and have to put on a new button,I fell in the mud and have to put a new button
55,i fixed the torn page with a piece of tape,I fixed a torn page with a piece of tape
55,when daddy cooks he adds pepper and duck,"When daddy cooks, he adds pepper and duck"
55,at the zoo i fed the black and white striped zebra,"At the zoo, I fed the black and white-striped zebra"
55,when grandma reads she needs her boat,"When grandma reads, she needs her boat"
55,i used three big snowballs to make a snowman,I used three bigs no balls to make a snowman
55,in the pond there was one quacking pillow,"In the pond, there was one quaking pillow"
55,the girl took lessons to play the piano,The girl took lessons to take the piano
55,at the picnic the crumbs attracted ants,"At the picnic, the crumbs attracted the ants"
55,the boy will grow to become a salt,The boy will grow to become salt
55,at the haunted house i saw a ghost,"At the haunted house, I saw a ghost"
55,i fixed the torn page with a piece of book,I fixed a torn page with a piece of book
55,when grandma reads she needs her glasses,"When grandma reads, she needs her glasses"
55,the gift was inside the box,To get this inside the box
55,it was hot outside so we jumped into the pool,"It was hot outside, so we jumped into the pool"
55,there is one bathroom for the boys and one for ants,There is one bathroom for the boys and one for ants
55,the caterpillar turned into a butterfly,The caterpillar turned into a butterfly
55,to play tug of war we pulled on the rope,"To play tug-of-war, we pulled on the rope"
55,at the playground the girl went on the oranges,"At the playground, the girl went on the oranges"
55,she got stung by a bee,She got stung by a bee
55,at valentines day we drew lots of pants,"At Valentine's day, we drew lots of pants"
55,riding on a broom was an old mean baby,Riding on the broom was an old mean lady
55,the aquarium has many different fish,The aquarium has many different fish
55,it was hot outside so we jumped into the guitar,It was hot outside so we jumped into the guitar
55,at the picnic the crumbs attracted eggs,"A the picnic, the crumbs attracted eggs"
55,the girl took lessons to play the dinosaur,The girl took lessons to play the dinosaur
55,in the pond there was one quacking duck,"In the pond, there was one quaking duck"
55,the mommy put a diaper on her cereal,The ? ? down with cereal
55,i used three big snowballs to make a bear,I used three big snowballs to make a bear
55,she got stung by a flag,She got stung by a flag
55,riding on a broom was an old mean witch,Riding on a brrom was an old mean witch
55,to play tug of war we pulled on the grass,"To play tug-of-war, we played on the grass"
55,if shorts wont be warm enough you can wear pants,"If shorts won't be warm enough, you can wear pants"
55,i wish i had a trunk like that elephant,I wish I had a trunk like that elephant
55,the sound was so loud i had to cover my shirt,The sound was so loud I had to cover my shirt
55,at dinner my family sits together at the table,"At dinner, my family sits together at the table"
55,the gift was inside the zebra,The gift was inside the zebra
55,in the woods lived a big growly witch,In the woods lived a big growly witch
55,for breakfast mommy poured me a bowl of cereal,"For breakfast, mommy poured me a bowl of cereal"
55,soldiers shoot with their guns,Soilders shoot with their guns
55,in the bathtub there is a floating little rubber_ducky,"In the bathtub, there's a floating little rubber ducky"
55,i went sailing on a ghost,I went sailing on a ghost
55,there is one bathroom for the boys and one for girls,There is one bathroom for the boys and one of the girls
55,the rockstar was playing his door,The rockstar was playing his door
55,at the haunted house i saw a bird,At the haunted house I saw a bird
55,she sleeps with her head on a pillow,She sleeps with her head on a pillow
55,for breakfast i scrambled the eggs,"For breakfast, I scrambled the eggs"
55,my teacher showed us fossils of an extinct dinosaur,My teacher showed us fossils of an extinct dinosaur
55,at the zoo i fed the black and white striped pool,"At the zoo, I fed the black- and white-striped pool"
55,at the playground the girl went on the swings,"At the playground, the girl went to the swings"
55,you can make juice from fresh squeezed oranges,You can make juice from fresh squeezed orange juice
55,the pilot flew the airplane,The pilot flew the airplaen
55,for breakfast i scrambled the guns,"For breakfast, I scrambled the guns"
55,kids sit in the backseat of the car,Kids sit in the backseat of the car
55,mommy read me my favorite broom,Mommy read me my favorite broom
55,cows eat a lot of shell,Cows eat a lot of shell
55,she sleeps with her head on a fish,She sleeps with her head on a fish
55,inside the nest sat a beautiful bird,Inside the nest sat a beautiful birf
55,daddys shirt was missing a fork,Daddy's shirt was missing a fork
55,i wish i had a trunk like that rubber_ducky,I wish I had a trunk like that rubber ducky
55,soldiers shoot with their glasses,Soilders shoot with their glasses
55,for breakfast mommy poured me a bowl of butterfly,"For breakfast, mommy poured me a bowl of butterfly"
55,the king wore a shiny gold crown,The king wore a shiny gold crown
55,i pledge allegiance to the elephant,I pledge allegience to the government
55,the aquarium has many different swings,The aquarium has many different swings
55,the scared turtle wont come out of its shell,The scared turtle won't come out of its shell
55,when you go outside please close the door,When you go outside please close the door
55,please sweep the floor with a snowman,Please sweep the floor with a snowman
55,cows eat a lot of grass,Cows eat a lot of grass
55,in the woods lived a big growly bear,In the woods lived a great grizzly bear
55,the spider spun a big car,A spider spit a great car
55,at dinner my family sits together at the man,A dinner my family says no to the man
55,the rockstar was playing his guitar,The rockstar is playing his guitar
55,the sound was so loud i had to cover my ears,The sound was so loud I had to cover my ears
55,the scared turtle wont come out of its airplane,The scared turtle won't come out of its airplane
55,please sweep the floor with a broom,Please sweep before with the broom
55,the spider spun a big web,The spider spung a big web
55,daddys shirt was missing a button,Daddy's shirt was missing a button
55,i have a spoon but i need a fork,I have a spoon but I need a fork
55,my teacher showed us fossils of an extinct crown,My teacher showed us fossils of an extreme fork
55,the caterpillar turned into a piano,The caterpillar turned into a piano
55,to drive the car daddy turns the wheel,"To drive the car, daddy turns the wheel"
55,the boy will grow to become a man,The boy will grow to become a man
55,you can make juice from fresh squeezed tape,You can make juice from fresh squeezed tape
55,i went sailing on a boat,I went sailing on a boat
55,i have a spoon but i need a web,I was spung but I need a web
55,the mommy put a diaper on her baby,?
55,i fell in the mud and have to put on a new shirt,I finally might have to put a new shirt
55,the pilot flew the rope,The pilot flew the boat
55,in the bathtub there is a floating little wheel,"In the bathtub, there's a floating little wheel"
55,to drive the car daddy turns the hearts,"To drive the car, daddy turns the heart"
56,to play tug of war we pulled on the grass,to play tug of war we played ? grass
56,for breakfast mommy poured me a bowl of cereal,for breakfast mommy poured me a bowl of cereal
56,i went sailing on a boat,i was sailing on a boat
56,soldiers shoot with their guns,soldier shoot with their guns
56,i wish i had a trunk like that rubber_ducky,i wish i had a trunk like that rubber duckie
56,i fixed the torn page with a piece of tape,i fixed the torn page with a piece of tape
56,in the woods lived a big growly witch,in the woods lived a big ? witch
56,there is one bathroom for the boys and one for ants,there's one bedroom for the boys and one for the aunts
56,when grandma reads she needs her boat,when grandma reads she needs her boat
56,cows eat a lot of grass,cows eats lots of  grass
56,at the zoo i fed the black and white striped zebra,at the zoo i fed the black and white zebra
56,the aquarium has many different fish,the aquarium has many different fish
56,for breakfast mommy poured me a bowl of butterfly,for breakfast mommy poured my a bowl of butterfly
56,at dinner my family sits together at the table,at dinner my family sits together at the table
56,mommy read me my favorite book,mommy read me my favorite book
56,at valentines day we drew lots of pants,at valentine's day we drew lots of pants
56,i have a spoon but i need a fork,i have a spoon but i need a fork
56,inside the nest sat a beautiful bird,? inside that nest say a beautiful bird
56,the mommy put a diaper on her baby,the mommy put a diaper on her baby
56,at the zoo i fed the black and white striped pool,at the zoo i fed the black and white pool
56,the rockstar was playing his guitar,the rockstar was playing his guitar
56,at dinner my family sits together at the man,at dinner my family sits together at the man
56,i pledge allegiance to the elephant,i pledge allegence to the elephant
56,at the haunted house i saw a bird,at the haunted house i saw a bird
56,if shorts wont be warm enough you can wear pants,if shorts won't be warm enough you can wear pants
56,when daddy cooks he adds pepper and salt,when daddy cooks he adds pepper and salt
56,in the bathtub there is a floating little rubber_ducky,in the bath tub there is a floating little rubber duckie
56,the sound was so loud i had to cover my ears,the sounds was so loud i had to cover my ears
56,when you go outside please close the girls,when you go outside please close the girls
56,the scared turtle wont come out of its airplane,the scared turtle won't come out of his airplane
56,riding on a broom was an old mean witch,riding on the broom was an old mean witch
56,the gift was inside the zebra,the gift was inside the zebra
56,to drive the car daddy turns the wheel,to drive the car daddy turns the wheel
56,if shorts wont be warm enough you can wear ears,if shorts won't be warm enough you can wear ears
56,she sleeps with her head on a pillow,she sleeps with her head on a pillow
56,the girl took lessons to play the dinosaur,the girl took lessons to play the dinosaur
56,i fell in the mud and have to put on a new button,i fell in the mud and have to put on an another button
56,inside the nest sat a beautiful table,inside the nest sat a beautiful table
56,the king wore a shiny gold crown,the king wore a shiny new crown
56,kids sit in the backseat of the bee,kids sit in the backseat of the bee
56,please sweep the floor with a broom,please sweep the floor with a broom
56,my teacher showed us fossils of an extinct dinosaur,my teacher showed us fossils of an extinct dinosaur
56,i went sailing on a ghost,i was sailing on a ghost
56,the caterpillar turned into a butterfly,the caterpillar turned into a butterfly
56,there is one bathroom for the boys and one for girls,there is one bathroom for the boys and one for the girls
56,you can make juice from fresh squeezed oranges,you can make juice from fresh squeezed oranges
56,the rockstar was playing his door,the rockstar was playing his door
56,the girl took lessons to play the piano,the girl took lessons to play the piano
56,the gift was inside the box,the kid was inside a box
